Date,Close
,AMZN
2022-12-06,88.25
2022-12-07,88.45999908447266
2022-12-08,90.3499984741211
2022-12-09,89.08999633789062
2022-12-12,90.55000305175781
2022-12-13,92.48999786376953
2022-12-14,91.58000183105469
2022-12-15,88.44999694824219
2022-12-16,87.86000061035156
2022-12-19,84.91999816894531
2022-12-20,85.19000244140625
2022-12-21,86.7699966430664
2022-12-22,83.79000091552734
2022-12-23,85.25
2022-12-27,83.04000091552734
2022-12-28,81.81999969482422
2022-12-29,84.18000030517578
2022-12-30,84.0
2023-01-03,85.81999969482422
2023-01-04,85.13999938964844
2023-01-05,83.12000274658203
2023-01-06,86.08000183105469
2023-01-09,87.36000061035156
2023-01-10,89.87000274658203
2023-01-11,95.08999633789062
2023-01-12,95.2699966430664
2023-01-13,98.12000274658203
2023-01-17,96.05000305175781
2023-01-18,95.45999908447266
2023-01-19,93.68000030517578
2023-01-20,97.25
2023-01-23,97.5199966430664
2023-01-24,96.31999969482422
2023-01-25,97.18000030517578
2023-01-26,99.22000122070312
2023-01-27,102.23999786376953
2023-01-30,100.55000305175781
2023-01-31,103.12999725341797
2023-02-01,105.1500015258789
2023-02-02,112.91000366210938
2023-02-03,103.38999938964844
2023-02-06,102.18000030517578
2023-02-07,102.11000061035156
2023-02-08,100.05000305175781
2023-02-09,98.23999786376953
2023-02-10,97.61000061035156
2023-02-13,99.54000091552734
2023-02-14,99.69999694824219
2023-02-15,101.16000366210938
2023-02-16,98.1500015258789
2023-02-17,97.19999694824219
2023-02-21,94.58000183105469
2023-02-22,95.79000091552734
2023-02-23,95.81999969482422
2023-02-24,93.5
2023-02-27,93.76000213623047
2023-02-28,94.2300033569336
2023-03-01,92.16999816894531
2023-03-02,92.12999725341797
2023-03-03,94.9000015258789
2023-03-06,93.75
2023-03-07,93.55000305175781
2023-03-08,93.91999816894531
2023-03-09,92.25
2023-03-10,90.7300033569336
2023-03-13,92.43000030517578
2023-03-14,94.87999725341797
2023-03-15,96.19999694824219
2023-03-16,100.04000091552734
2023-03-17,98.94999694824219
2023-03-20,97.70999908447266
2023-03-21,100.61000061035156
2023-03-22,98.69999694824219
2023-03-23,98.70999908447266
2023-03-24,98.12999725341797
2023-03-27,98.04000091552734
2023-03-28,97.23999786376953
2023-03-29,100.25
2023-03-30,102.0
2023-03-31,103.29000091552734
2023-04-03,102.41000366210938
2023-04-04,103.94999694824219
