Date,Close
,AMZN
2022-05-16,110.81050109863281
2022-05-17,115.36849975585938
2022-05-18,107.11250305175781
2022-05-19,107.31900024414062
2022-05-20,107.59100341796875
2022-05-23,107.55699920654297
2022-05-24,104.0999984741211
2022-05-25,106.7750015258789
2022-05-26,111.07749938964844
2022-05-27,115.14649963378906
2022-05-31,120.20950317382812
2022-06-01,121.68399810791016
2022-06-02,125.51100158691406
2022-06-03,122.3499984741211
2022-06-06,124.79000091552734
2022-06-07,123.0
2022-06-08,121.18000030517578
2022-06-09,116.1500015258789
2022-06-10,109.6500015258789
2022-06-13,103.66999816894531
2022-06-14,102.30999755859375
2022-06-15,107.66999816894531
2022-06-16,103.66000366210938
2022-06-17,106.22000122070312
2022-06-21,108.68000030517578
2022-06-22,108.94999694824219
2022-06-23,112.44000244140625
2022-06-24,116.45999908447266
2022-06-27,113.22000122070312
2022-06-28,107.4000015258789
2022-06-29,108.91999816894531
2022-06-30,106.20999908447266
2022-07-01,109.55999755859375
2022-07-05,113.5
2022-07-06,114.33000183105469
2022-07-07,116.33000183105469
2022-07-08,115.54000091552734
2022-07-11,111.75
2022-07-12,109.22000122070312
2022-07-13,110.4000015258789
2022-07-14,110.62999725341797
2022-07-15,113.55000305175781
2022-07-18,113.76000213623047
2022-07-19,118.20999908447266
2022-07-20,122.7699966430664
2022-07-21,124.62999725341797
2022-07-22,122.41999816894531
2022-07-25,121.13999938964844
2022-07-26,114.80999755859375
2022-07-27,120.97000122070312
2022-07-28,122.27999877929688
2022-07-29,134.9499969482422
2022-08-01,135.38999938964844
2022-08-02,134.16000366210938
2022-08-03,139.52000427246094
2022-08-04,142.57000732421875
2022-08-05,140.8000030517578
2022-08-08,139.41000366210938
2022-08-09,137.8300018310547
2022-08-10,142.69000244140625
2022-08-11,140.63999938964844
2022-08-12,143.5500030517578
2022-08-15,143.17999267578125
2022-08-16,144.77999877929688
2022-08-17,142.10000610351562
2022-08-18,142.3000030517578
2022-08-19,138.22999572753906
2022-08-22,133.22000122070312
2022-08-23,133.6199951171875
2022-08-24,133.8000030517578
2022-08-25,137.27999877929688
2022-08-26,130.75
2022-08-29,129.7899932861328
2022-08-30,128.72999572753906
2022-08-31,126.7699966430664
2022-09-01,127.81999969482422
2022-09-02,127.51000213623047
2022-09-06,126.11000061035156
2022-09-07,129.47999572753906
2022-09-08,129.82000732421875
2022-09-09,133.27000427246094
2022-09-12,136.4499969482422
2022-09-13,126.81999969482422
2022-09-14,128.5500030517578
2022-09-15,126.27999877929688
2022-09-16,123.52999877929688
2022-09-19,124.66000366210938
2022-09-20,122.19000244140625
2022-09-21,118.54000091552734
2022-09-22,117.30999755859375
2022-09-23,113.77999877929688
2022-09-26,115.1500015258789
2022-09-27,114.41000366210938
2022-09-28,118.01000213623047
2022-09-29,114.80000305175781
2022-09-30,113.0
2022-10-03,115.87999725341797
2022-10-04,121.08999633789062
2022-10-05,120.94999694824219
2022-10-06,120.30000305175781
2022-10-07,114.55999755859375
2022-10-10,113.66999816894531
2022-10-11,112.20999908447266
2022-10-12,112.9000015258789
2022-10-13,112.52999877929688
2022-10-14,106.9000015258789
2022-10-17,113.79000091552734
2022-10-18,116.36000061035156
2022-10-19,115.06999969482422
2022-10-20,115.25
2022-10-21,119.31999969482422
2022-10-24,119.81999969482422
2022-10-25,120.5999984741211
2022-10-26,115.66000366210938
2022-10-27,110.95999908447266
2022-10-28,103.41000366210938
2022-10-31,102.44000244140625
2022-11-01,96.79000091552734
2022-11-02,92.12000274658203
2022-11-03,89.30000305175781
2022-11-04,90.9800033569336
2022-11-07,90.52999877929688
2022-11-08,89.9800033569336
2022-11-09,86.13999938964844
2022-11-10,96.62999725341797
2022-11-11,100.79000091552734
2022-11-14,98.48999786376953
2022-11-15,98.94000244140625
2022-11-16,97.12000274658203
2022-11-17,94.8499984741211
2022-11-18,94.13999938964844
2022-11-21,92.45999908447266
2022-11-22,93.19999694824219
2022-11-23,94.12999725341797
2022-11-25,93.41000366210938
2022-11-28,93.94999694824219
2022-11-29,92.41999816894531
2022-11-30,96.54000091552734
2022-12-01,95.5
2022-12-02,94.12999725341797
2022-12-05,91.01000213623047
